episode,cue_index,turn_index,start,end,speaker,dialogue,confidence,basis,notes,language,english_subtitle,speaker_candidates
S02E02,2,1,"00:00:26,277","00:00:28,700",DANIEL MOLLOY,"Perused a few folklore anthologies,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.13; no episode audio used,English,,ARMAND | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,2,2,"00:00:28,750","00:00:31,480",LOUIS DE POINTE DU LAC,and now you're going to cross the ocean,uncertain,best contextual candidate from text-only sources,recognition_margin=1.10; no episode audio used,English,,ARMAND | SANTIAGO | DANIEL MOLLOY
S02E02,3,1,"00:00:31,530","00:00:34,190",LOUIS DE POINTE DU LAC,and take on a society of monsters.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.10; no episode audio used,English,,ARMAND | SANTIAGO | DANIEL MOLLOY
S02E02,4,1,"00:00:35,460","00:00:37,800",LOUIS DE POINTE DU LAC,"I've known exactly four vampires in my life,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,5,1,"00:00:37,850","00:00:39,610",LOUIS DE POINTE DU LAC,and you've all been the worst.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,6,1,"00:00:39,660","00:00:42,410",LOUIS DE POINTE DU LAC,I'm looking for one that ain't a goddamn bastard!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.09; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,7,1,"00:00:42,430","00:00:43,620",ARMAND,Parents named me Bruce.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.18; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,8,1,"00:00:43,670","00:00:46,610",LOUIS DE POINTE DU LAC,Sent about 20 of us over to a place called Copenhagen.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.74; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,9,1,"00:00:46,630","00:00:48,260",DANIEL MOLLOY,Don't start back with your books.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.97; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | SANTIAGO
S02E02,10,1,"00:00:48,300","00:00:50,008",DANIEL MOLLOY,Your books are bullshit.,uncertain,best contextual candidate from text-only sources,recognition_margin=2.34; no episode audio used,English,,ARMAND | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,10,2,"00:00:48,300","00:00:50,008",LOUIS DE POINTE DU LAC,There's a vampire been here.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.25; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,11,1,"00:00:50,009","00:00:51,009",LOUIS DE POINTE DU LAC,Another crucifix.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.39; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,12,1,"00:00:52,760","00:00:54,000",ARMAND,Louis!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.46; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | CLAUDIA
S02E02,13,1,"00:00:54,580","00:00:55,810",LOUIS DE POINTE DU LAC,A woman vampire.,high,direct-address response context,,English,,
S02E02,14,1,"00:00:58,433","00:01:01,190",LOUIS DE POINTE DU LAC,The boy we met in San Francisco... he's still in there.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.75; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,15,1,"00:01:01,220","00:01:03,800",LOUIS DE POINTE DU LAC,We can have him saying what happened next in no time.,uncertain,best contextual candidate from text-only sources,recognition_margin=2.36; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,16,1,"00:01:03,850","00:01:06,025",LOUIS DE POINTE DU LAC,We're gonna find others like us.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.82; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,17,1,"00:01:07,540","00:01:09,900",LOUIS DE POINTE DU LAC,We can't be the only good ones out there.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.56; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,19,1,"00:01:58,960","00:02:03,270",LOUIS DE POINTE DU LAC,Paris... Hard to put it into words now.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.13; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,20,1,"00:02:03,320","00:02:05,050",LOUIS DE POINTE DU LAC,For what Paris means to me now,uncertain,best contextual candidate from text-only sources,recognition_margin=2.12; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,21,1,"00:02:05,100","00:02:07,520",LOUIS DE POINTE DU LAC,is very different from what it meant to me then.,uncertain,best contextual candidate from text-only sources,recognition_margin=2.12; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,22,1,"00:02:07,570","00:02:09,660",ARMAND,May I try?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,22,2,"00:02:07,570","00:02:09,660",LOUIS DE POINTE DU LAC,Please.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.56; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | ARMAND
S02E02,23,1,"00:02:09,710","00:02:12,780",ARMAND,Paris was an awakening for Louis.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | SANTIAGO
S02E02,24,1,"00:02:12,830","00:02:14,500",LOUIS DE POINTE DU LAC,Paris was a hunger.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.45; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,25,1,"00:02:14,550","00:02:17,200",LOUIS DE POINTE DU LAC,Paris was many things in those days.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.33; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,26,1,"00:02:17,250","00:02:20,860",LOUIS DE POINTE DU LAC,"Even now, to think of it, setting aside certain events,",uncertain,best contextual candidate from text-only sources,recognition_margin=1.11; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,27,1,"00:02:20,910","00:02:24,920",LOUIS DE POINTE DU LAC,I feel something close to happiness when I think of it.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.11; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,28,1,"00:02:24,970","00:02:28,860",LOUIS DE POINTE DU LAC,The name alone... Paris.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.23; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,28,2,"00:02:24,970","00:02:28,860",ARMAND,Paris sucks.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,29,1,"00:02:28,910","00:02:30,980",LOUIS DE POINTE DU LAC,But you proposed to your Alice in Paris.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.13; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,30,1,"00:02:31,030","00:02:33,880",ARMAND,And she divorced me in Staten Island. Paris sucks.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.26; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,31,1,"00:02:33,930","00:02:35,336",LOUIS DE POINTE DU LAC,Paris is a universe all to herself...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.87; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,32,1,"00:02:35,360","00:02:38,220",DANIEL MOLLOY,"Macarons are bullshit, café culture is boring.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.23; no episode audio used,English,,ARMAND | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,33,1,"00:02:38,270","00:02:41,900",LOUIS DE POINTE DU LAC,Paris was Nazi scar tissue at the time.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.69; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,34,1,"00:02:41,950","00:02:45,680",DANIEL MOLLOY,"It was healing, just as Claudia and I were healing.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.21; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | SANTIAGO
S02E02,35,1,"00:02:45,730","00:02:48,690",DANIEL MOLLOY,Gotta pick twice the pockets in this town to get anywhere.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.91; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | SANTIAGO
S02E02,36,1,"00:02:48,720","00:02:50,810",ARMAND,"""Confiance en vaut plusieurs",uncertain,best contextual candidate from text-only sources,recognition_margin=0.08; no episode audio used,English,,SANTIAGO | DANIEL MOLLOY | LOUIS DE POINTE DU LAC
S02E02,37,1,"00:02:50,850","00:02:54,140",ARMAND,"si on prend du temps pour la trouver.""",uncertain,best contextual candidate from text-only sources,recognition_margin=0.08; no episode audio used,English,,SANTIAGO | DANIEL MOLLOY | LOUIS DE POINTE DU LAC
S02E02,38,1,"00:02:54,190","00:02:57,680",LOUIS DE POINTE DU LAC,What?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.33; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,38,2,"00:02:54,190","00:02:57,680",DANIEL MOLLOY,"""Truth is more valuable",uncertain,best contextual candidate from text-only sources,recognition_margin=0.30; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,39,1,"00:02:57,730","00:02:59,850",DANIEL MOLLOY,"if it takes you a few years to find it.""",uncertain,best contextual candidate from text-only sources,recognition_margin=0.30; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,40,1,"00:02:59,900","00:03:02,190",LOUIS DE POINTE DU LAC,"What you said is, ""Trust is worth several",uncertain,best contextual candidate from text-only sources,recognition_margin=0.58; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,41,1,"00:03:02,240","00:03:04,040",LOUIS DE POINTE DU LAC,"if we take a few years to find it.""",uncertain,best contextual candidate from text-only sources,recognition_margin=0.58; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,42,1,"00:03:04,070","00:03:05,550",LOUIS DE POINTE DU LAC,A little rust on the mother tongue.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.23; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,43,1,"00:03:05,600","00:03:08,860",DANIEL MOLLOY,Lotta rust. And I'm looking for francs and diamonds.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.52; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,44,1,"00:03:08,900","00:03:12,149",LOUIS DE POINTE DU LAC,Truth don't pay the rent.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.16; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,44,2,"00:03:08,900","00:03:12,149",DANIEL MOLLOY,"No salt, no butter.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,ARMAND | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,45,1,"00:03:12,150","00:03:14,660",LOUIS DE POINTE DU LAC,Can't have milk unless you got a newborn.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,46,1,"00:03:14,710","00:03:18,920",DANIEL MOLLOY,"And read here, ""Hospitals running low on plaster of Paris",uncertain,best contextual candidate from text-only sources,recognition_margin=0.17; no episode audio used,English,,ARMAND | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,47,1,"00:03:18,970","00:03:22,420",DANIEL MOLLOY,for a record number of broken bones due to decalcification,uncertain,best contextual candidate from text-only sources,recognition_margin=0.17; no episode audio used,English,,ARMAND | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,48,1,"00:03:22,470","00:03:24,820",DANIEL MOLLOY,"and undernourishment."" You want francs in pockets?",uncertain,best contextual candidate from text-only sources,recognition_margin=0.17; no episode audio used,English,,ARMAND | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,49,1,"00:03:24,870","00:03:26,110",LOUIS DE POINTE DU LAC,These people are broke.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.70; no episode audio used,English,,ARMAND | SANTIAGO | DANIEL MOLLOY
S02E02,50,1,"00:03:26,690","00:03:29,070",DANIEL MOLLOY,Maybe we chose the wrong town.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.80; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | SANTIAGO
S02E02,51,1,"00:03:29,126","00:03:33,960",LOUIS DE POINTE DU LAC,I saw a woman tonight in a patchy five-year-old dress,uncertain,best contextual candidate from text-only sources,recognition_margin=0.65; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,52,1,"00:03:34,010","00:03:36,090",LOUIS DE POINTE DU LAC,putting on a brand new lipstick.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.65; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,53,1,"00:03:36,140","00:03:37,676",DANIEL MOLLOY,And what's that supposed to say?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.56; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | SANTIAGO
S02E02,54,1,"00:03:38,260","00:03:42,460",LOUIS DE POINTE DU LAC,Says Paris is on her way back. Give her a little time is all.,uncertain,best contextual candidate from text-only sources,recognition_margin=2.41; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,55,1,"00:03:43,410","00:03:45,630",LOUIS DE POINTE DU LAC,What makes you think Paris is a woman?,uncertain,best contextual candidate from text-only sources,recognition_margin=1.34; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,56,1,"00:03:46,460","00:03:49,920",DANIEL MOLLOY,"Oh, now I know you're hungry.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.80; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | SANTIAGO
S02E02,56,2,"00:03:46,460","00:03:49,920",LOUIS DE POINTE DU LAC,Tell me what a woman is?,uncertain,best contextual candidate from text-only sources,recognition_margin=1.11; no episode audio used,English,,SANTIAGO | ARMAND | DANIEL MOLLOY
S02E02,57,1,"00:03:49,970","00:03:51,470",DANIEL MOLLOY,I'll tell you what a woman is.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,LOUIS DE POINTE DU LAC | SANTIAGO | ARMAND
S02E02,58,1,"00:03:55,240","00:03:58,640",LOUIS DE POINTE DU LAC,Where you want to hunt? Bourse looks dark.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.41; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,59,1,"00:03:59,770","00:04:03,060",LOUIS DE POINTE DU LAC,Always following the blackouts. Blackouts are easy.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.92; no episode audio used,English,,ARMAND | SANTIAGO | DANIEL MOLLOY
S02E02,60,1,"00:04:03,110","00:04:08,340",DANIEL MOLLOY,"Mmm. So you want a hard meal, francs and diamonds,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | SANTIAGO
S02E02,61,1,"00:04:08,390","00:04:11,700",DANIEL MOLLOY,"and heaven to open up and rain down mink stoles, is that it?",uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | SANTIAGO
S02E02,62,1,"00:04:11,752","00:04:13,080",LOUIS DE POINTE DU LAC,That's a start.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.22; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,63,1,"00:04:13,130","00:04:14,780",ARMAND,It's custom and practice,uncertain,best contextual candidate from text-only sources,recognition_margin=0.28; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,64,1,"00:04:14,830","00:04:17,090",ARMAND,for traveling vampires to make themselves known,uncertain,best contextual candidate from text-only sources,recognition_margin=0.28; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,65,1,"00:04:17,140","00:04:19,260",ARMAND,to a local coven.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.28; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,65,2,"00:04:17,140","00:04:19,260",DANIEL MOLLOY,Gauche.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,LOUIS DE POINTE DU LAC | SANTIAGO | CLAUDIA
S02E02,66,1,"00:04:19,310","00:04:20,740",DANIEL MOLLOY,We didn't get that memo.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.07; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | SANTIAGO
S02E02,67,1,"00:04:22,310","00:04:25,760",LOUIS DE POINTE DU LAC,De Gaulle's Paris had me etherized.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.15; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,67,2,"00:04:22,310","00:04:25,760",ARMAND,Ah!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,68,1,"00:04:25,810","00:04:28,490",LOUIS DE POINTE DU LAC,The whitest of lies turning 77 this year.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.09; no episode audio used,English,,ARMAND | SANTIAGO | DANIEL MOLLOY
S02E02,69,1,"00:04:28,520","00:04:31,310",LOUIS DE POINTE DU LAC,Do not leave Dubai until you've made him retract it.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.68; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,70,1,"00:04:31,360","00:04:32,450",DANIEL MOLLOY,Uh-huh.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.66; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | SANTIAGO
S02E02,71,1,"00:04:32,500","00:04:35,160",ARMAND,"If Claudia and I were looking over our shoulder at all,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.10; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | SANTIAGO
S02E02,72,1,"00:04:35,210","00:04:37,890",ARMAND,it was in astonishment our skin did not attract,uncertain,best contextual candidate from text-only sources,recognition_margin=0.10; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | SANTIAGO
S02E02,73,1,"00:04:37,940","00:04:39,770",ARMAND,the same attention it did in America.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.10; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | SANTIAGO
S02E02,74,1,"00:04:39,822","00:04:41,680",DANIEL MOLLOY,"Right, because there wasn't any racism",uncertain,best contextual candidate from text-only sources,recognition_margin=0.22; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | SANTIAGO
S02E02,75,1,"00:04:41,730","00:04:43,620",DANIEL MOLLOY,in mid-20th century France.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.22; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | SANTIAGO
S02E02,76,1,"00:04:43,650","00:04:44,680",LOUIS DE POINTE DU LAC,"Oh, I didn't say that.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.52; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,76,2,"00:04:43,650","00:04:44,680",DANIEL MOLLOY,He didn't say that.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.57; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | SANTIAGO
S02E02,77,1,"00:04:44,700","00:04:46,680",LOUIS DE POINTE DU LAC,I think your Algerian inferiors,uncertain,best contextual candidate from text-only sources,recognition_margin=0.86; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,78,1,"00:04:46,730","00:04:49,990",LOUIS DE POINTE DU LAC,of the time might disagree.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.86; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,78,2,"00:04:46,730","00:04:49,990",ARMAND,But I wasn't an Algerian.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,79,1,"00:04:50,040","00:04:52,470",DANIEL MOLLOY,I was an American and if there was an assumption,uncertain,best contextual candidate from text-only sources,recognition_margin=0.11; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,80,1,"00:04:52,520","00:04:56,340",DANIEL MOLLOY,"that I'd arrived to blow a trumpet or sing for my supper,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.11; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,81,1,"00:04:56,390","00:04:59,740",DANIEL MOLLOY,it did not register as a slight in those days.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.11; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,82,1,"00:04:59,790","00:05:03,220",LOUIS DE POINTE DU LAC,I was just grateful knowing no one wanted to lynch me,uncertain,best contextual candidate from text-only sources,recognition_margin=0.06; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,83,1,"00:05:03,270","00:05:05,680",LOUIS DE POINTE DU LAC,or direct me to the far end of the café counter.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.06; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,84,1,"00:05:05,720","00:05:07,630",LOUIS DE POINTE DU LAC,"That's all he was saying, Mr. Molloy.",uncertain,best contextual candidate from text-only sources,recognition_margin=1.49; no episode audio used,English,,ARMAND | SANTIAGO | CLAUDIA
S02E02,85,1,"00:05:08,360","00:05:10,680",DANIEL MOLLOY,Are you two gonna finish each other's sentences,high,direct-address response context,,English,,
S02E02,86,1,"00:05:10,720","00:05:14,760",DANIEL MOLLOY,for the whole session?,high,direct-address response context,,English,,
S02E02,86,2,"00:05:10,720","00:05:14,760",LOUIS DE POINTE DU LAC,"We've been together 77 years, Daniel.",uncertain,best contextual candidate from text-only sources,recognition_margin=1.00; no episode audio used,English,,ARMAND | SANTIAGO | CLAUDIA
S02E02,87,1,"00:05:15,440","00:05:18,390",DANIEL MOLLOY,Forty-seven more than he did with Lestat.,high,direct-address response context,,English,,
S02E02,88,1,"00:05:18,410","00:05:21,560",DANIEL MOLLOY,Shall we let the math of that settle before continuing?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.11; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,89,1,"00:05:22,160","00:05:23,940",LOUIS DE POINTE DU LAC,Keep selling it.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.16; no episode audio used,English,,ARMAND | SANTIAGO | DANIEL MOLLOY
S02E02,90,1,"00:05:25,993","00:05:27,850",ARMAND,We hid ourselves away,uncertain,best contextual candidate from text-only sources,recognition_margin=0.46; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,91,1,"00:05:27,900","00:05:30,080",ARMAND,"in an inconspicuous apartment in Le Neuvieme,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.46; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,92,1,"00:05:30,130","00:05:32,360",ARMAND,"passing ourselves off as moneyed Americans,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.46; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,93,1,"00:05:32,410","00:05:34,900",ARMAND,over-spending for black market baguettes.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.46; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,94,1,"00:05:34,950","00:05:36,250",DANIEL MOLLOY,It was the perfect cover.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.86; no episode audio used,English,,ARMAND | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,95,1,"00:05:36,270","00:05:37,950",ARMAND,"Yes, perfectly situated,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.02; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,96,1,"00:05:38,000","00:05:39,290",ARMAND,"one floor above the owners,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.02; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,97,1,"00:05:39,320","00:05:42,080",ARMAND,and one floor below the students and sex workers.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.02; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,98,1,"00:05:42,130","00:05:46,020",ARMAND,Literally encircled by curious and money-hungry motivations.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,99,1,"00:05:46,060","00:05:47,710",LOUIS DE POINTE DU LAC,We never brought our kills home.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,100,1,"00:05:47,750","00:05:49,460",LOUIS DE POINTE DU LAC,We used the sewers for that.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.57; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | ARMAND
S02E02,100,2,"00:05:47,750","00:05:49,460",ARMAND,Mm-hm.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,101,1,"00:05:49,510","00:05:51,980",LOUIS DE POINTE DU LAC,Waterways of which they had no expertise.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.53; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,102,1,"00:05:52,030","00:05:53,980",ARMAND,"The flow controls, the pumping stations.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.22; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,103,1,"00:05:54,030","00:05:55,760",LOUIS DE POINTE DU LAC,We were constantly cleaning up for them.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.22; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,104,1,"00:05:55,810","00:05:59,680",LOUIS DE POINTE DU LAC,And yet you never made contact with him?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.10; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
