episode,cue_index,turn_index,start,end,speaker,dialogue,confidence,basis,notes,language,english_subtitle,speaker_candidates
S02E02,409,1,"00:24:18,200","00:24:22,990",LOUIS DE POINTE DU LAC,I was taken from my hotel room last night.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.41; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,410,1,"00:24:23,780","00:24:27,850",DANIEL MOLLOY,These people are vampires!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.96; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | SANTIAGO
S02E02,411,1,"00:24:27,900","00:24:29,680",DANIEL MOLLOY,True vampires!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.37; no episode audio used,English,,ARMAND | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,412,1,"00:24:29,720","00:24:32,260",LOUIS DE POINTE DU LAC,This... This is real!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.59; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,413,1,"00:24:32,310","00:24:35,840",DANIEL MOLLOY,Call my husband!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.49; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | SANTIAGO
S02E02,413,2,"00:24:32,310","00:24:35,840",LOUIS DE POINTE DU LAC,"I'll call him for you, baby.",uncertain,best contextual candidate from text-only sources,recognition_margin=1.43; no episode audio used,English,,SANTIAGO | ARMAND | DANIEL MOLLOY
S02E02,414,1,"00:24:57,330","00:24:59,150",LOUIS DE POINTE DU LAC,Suppose we were to let you go.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.46; no episode audio used,English,,ARMAND | SANTIAGO | DANIEL MOLLOY
S02E02,415,1,"00:24:59,200","00:25:01,700",ARMAND,P-Please! Y-Yes.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.10; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | SANTIAGO
S02E02,415,2,"00:24:59,200","00:25:01,700",LOUIS DE POINTE DU LAC,Yes?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.64; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,416,1,"00:25:01,751","00:25:03,110",ARMAND,Yes.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.56; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,417,1,"00:25:03,160","00:25:06,250",ARMAND,Suppose the Reaper had a heart,uncertain,best contextual candidate from text-only sources,recognition_margin=0.27; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | SANTIAGO
S02E02,418,1,"00:25:06,300","00:25:09,570",ARMAND,that could resist your Belgian beauty.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.27; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | SANTIAGO
S02E02,419,1,"00:25:12,040","00:25:14,180",LOUIS DE POINTE DU LAC,Someone would have to take your place.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.59; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,420,1,"00:25:16,170","00:25:17,210",ARMAND,Your husband?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,421,1,"00:25:19,560","00:25:21,060",DANIEL MOLLOY,Oh?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,LOUIS DE POINTE DU LAC | SANTIAGO | CLAUDIA
S02E02,422,1,"00:25:22,540","00:25:24,310",LOUIS DE POINTE DU LAC,Your son?,uncertain,best contextual candidate from text-only sources,recognition_margin=1.00; no episode audio used,English,,ARMAND | SANTIAGO | DANIEL MOLLOY
S02E02,423,1,"00:25:24,360","00:25:27,070",DANIEL MOLLOY,I... I can't... I can't and I wouldn't.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.47; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | SANTIAGO
S02E02,424,1,"00:25:31,280","00:25:34,250",LOUIS DE POINTE DU LAC,How about...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.22; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,425,1,"00:25:38,290","00:25:39,770",LOUIS DE POINTE DU LAC,him?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.33; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,426,1,"00:25:41,240","00:25:44,260",ARMAND,"Mmm. Mm, mm.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.18; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,427,1,"00:25:48,420","00:25:50,600",LOUIS DE POINTE DU LAC,"Oh, dear man,",uncertain,best contextual candidate from text-only sources,recognition_margin=1.31; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,428,1,"00:25:50,650","00:25:54,990",LOUIS DE POINTE DU LAC,"whose flesh has run in every direction from his mustache,",uncertain,best contextual candidate from text-only sources,recognition_margin=1.31; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,429,1,"00:25:55,040","00:25:57,750",LOUIS DE POINTE DU LAC,I want you to remember this...,uncertain,best contextual candidate from text-only sources,recognition_margin=1.31; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,430,1,"00:25:58,610","00:26:01,120",LOUIS DE POINTE DU LAC,"the next time you're in the pew,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.62; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | ARMAND
S02E02,431,1,"00:26:01,170","00:26:03,820",LOUIS DE POINTE DU LAC,"you turn to your neighbor and say,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.62; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | ARMAND
S02E02,432,1,"00:26:05,720","00:26:06,950",ARMAND,"""Peace be unto you.""",uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,433,1,"00:26:11,780","00:26:14,630",LOUIS DE POINTE DU LAC,They'll give you up...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.39; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,434,1,"00:26:15,280","00:26:17,420",LOUIS DE POINTE DU LAC,in a wink!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.39; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,435,1,"00:26:32,380","00:26:34,470",LOUIS DE POINTE DU LAC,"Not his time, Annika.",uncertain,best contextual candidate from text-only sources,recognition_margin=1.22; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,436,1,"00:26:34,520","00:26:38,290",ARMAND,"Shh, shh.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,437,1,"00:26:41,225","00:26:44,510",LOUIS DE POINTE DU LAC,"Now, now. There, there.",uncertain,best contextual candidate from text-only sources,recognition_margin=1.44; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,438,1,"00:26:50,020","00:26:57,290",ARMAND,It must... be.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.10; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | SANTIAGO
S02E02,439,1,"00:27:04,630","00:27:07,400",ARMAND,Annika Rooman of Antwerp.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.18; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,440,1,"00:27:08,544","00:27:10,240",ARMAND,Death...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.25; no episode audio used,English,,LOUIS DE POINTE DU LAC | SANTIAGO | DANIEL MOLLOY
S02E02,441,1,"00:27:10,290","00:27:12,980",ARMAND,awaits everyone...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.25; no episode audio used,English,,LOUIS DE POINTE DU LAC | SANTIAGO | DANIEL MOLLOY
S02E02,442,1,"00:27:13,030","00:27:14,400",ARMAND,everywhere.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.25; no episode audio used,English,,LOUIS DE POINTE DU LAC | SANTIAGO | DANIEL MOLLOY
S02E02,443,1,"00:27:14,450","00:27:15,840",LOUIS DE POINTE DU LAC,Why not here?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.52; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,444,1,"00:27:18,179","00:27:23,140",ARMAND,Unconscious death is the fate of all mortals.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.13; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,445,1,"00:27:25,640","00:27:27,010",LOUIS DE POINTE DU LAC,Up.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.91; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,446,1,"00:27:27,540","00:27:28,600",LOUIS DE POINTE DU LAC,Up.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.91; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,447,1,"00:27:29,740","00:27:31,300",LOUIS DE POINTE DU LAC,Up.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.91; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,448,1,"00:27:31,350","00:27:36,730",LOUIS DE POINTE DU LAC,"We are conscious death, Annika.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.36; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,449,1,"00:27:37,450","00:27:39,220",LOUIS DE POINTE DU LAC,And that would make you...,uncertain,best contextual candidate from text-only sources,recognition_margin=1.25; no episode audio used,English,,ARMAND | SANTIAGO | DANIEL MOLLOY
S02E02,450,1,"00:27:40,740","00:27:42,620",LOUIS DE POINTE DU LAC,a bride.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.59; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,451,1,"00:28:00,512","00:28:04,090",LOUIS DE POINTE DU LAC,Do you know what it means to be loved by death?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.79; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,452,1,"00:28:07,130","00:28:09,010",DANIEL MOLLOY,No pain.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.04; no episode audio used,English,,ARMAND | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,453,1,"00:28:09,520","00:28:11,300",LOUIS DE POINTE DU LAC,No pain.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.41; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,454,1,"00:28:52,982","00:28:54,850",ARMAND,Bravo!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,454,2,"00:28:52,982","00:28:54,850",DANIEL MOLLOY,Santiago!,uncertain,best contextual candidate from text-only sources,recognition_margin=1.06; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | ESTELLE
S02E02,455,1,"00:29:02,300","00:29:03,810",ARMAND,Bravo!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,456,1,"00:29:36,780","00:29:39,730",ARMAND,"Our coven has been here since the reign of Charlemagne,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.49; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,457,1,"00:29:39,760","00:29:44,050",ARMAND,but we only became a theater company after Danton was guillotined.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.49; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,458,1,"00:29:44,100","00:29:47,650",LOUIS DE POINTE DU LAC,Ah! Do I hear French from the lips of an English company?,uncertain,best contextual candidate from text-only sources,recognition_margin=1.19; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,459,1,"00:29:49,390","00:29:50,540",ARMAND,"Ah, better, better.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.18; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | CLAUDIA
S02E02,460,1,"00:29:50,590","00:29:52,660",LOUIS DE POINTE DU LAC,"If you desire to seduce on stage,",uncertain,best contextual candidate from text-only sources,recognition_margin=1.12; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,461,1,"00:29:52,710","00:29:55,930",LOUIS DE POINTE DU LAC,you must live it off stage! Thank you.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.12; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,462,1,"00:29:55,980","00:29:58,280",LOUIS DE POINTE DU LAC,"London was not made overnight, Maitre.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.07; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,463,1,"00:29:58,300","00:30:00,250",DANIEL MOLLOY,And that is why several Toulousian G's,uncertain,best contextual candidate from text-only sources,recognition_margin=0.13; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,464,1,"00:30:00,300","00:30:01,760",DANIEL MOLLOY,pricked my ear in act four.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.13; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,465,1,"00:30:01,790","00:30:04,040",LOUIS DE POINTE DU LAC,Did you catch that Englishman?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.33; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,465,2,"00:30:01,790","00:30:04,040",DANIEL MOLLOY,"Oh, I did, Maitre.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.69; no episode audio used,English,,ARMAND | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,466,1,"00:30:04,090","00:30:06,020",LOUIS DE POINTE DU LAC,"Otherwise very committed tonight, Madame.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.53; no episode audio used,English,,SANTIAGO | ARMAND | DANIEL MOLLOY
S02E02,467,1,"00:30:06,070","00:30:08,330",ARMAND,Merci.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,467,2,"00:30:06,070","00:30:08,330",DANIEL MOLLOY,That goes for the entire company.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.49; no episode audio used,English,,SANTIAGO | LOUIS DE POINTE DU LAC | CLAUDIA
S02E02,468,1,"00:30:08,350","00:30:11,420",LOUIS DE POINTE DU LAC,Very committed tonight! Bravo! Brava!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.53; no episode audio used,English,,SANTIAGO | ARMAND | DANIEL MOLLOY
S02E02,469,1,"00:30:11,470","00:30:13,720",ARMAND,"Even as they wipe their greasepaint,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.42; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | SANTIAGO
S02E02,470,1,"00:30:13,770","00:30:16,930",ARMAND,as if this were an ordinary night.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.42; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | SANTIAGO
S02E02,471,1,"00:30:16,982","00:30:19,350",LOUIS DE POINTE DU LAC,Five months of nights.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.30; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,472,1,"00:30:22,530","00:30:25,310",LOUIS DE POINTE DU LAC,"Five insolent months of nights,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,473,1,"00:30:26,790","00:30:31,640",ARMAND,waiting for you to humble us with your appearance.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.58; no episode audio used,English,,LOUIS DE POINTE DU LAC | SANTIAGO | DANIEL MOLLOY
S02E02,474,1,"00:30:32,664","00:30:36,780",LOUIS DE POINTE DU LAC,"I ask you, Maitre, was it worth the wait?",uncertain,best contextual candidate from text-only sources,recognition_margin=0.23; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,475,1,"00:30:45,510","00:30:47,200",ARMAND,Oi!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | CLAUDIA
S02E02,476,1,"00:30:47,250","00:30:50,250",DANIEL MOLLOY,"Oh, Estelle!",uncertain,best contextual candidate from text-only sources,recognition_margin=0.70; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | SANTIAGO
S02E02,477,1,"00:30:50,307","00:30:52,800",DANIEL MOLLOY,The Americans are here!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.21; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | SANTIAGO
S02E02,478,1,"00:30:53,970","00:30:55,550",ARMAND,Bonsoir !,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,Mixed English/French,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,479,1,"00:30:59,730","00:31:01,680",ARMAND,Welcome.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,480,1,"00:31:02,560","00:31:04,640",ARMAND,Louis and Claudia.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.19; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | SANTIAGO
S02E02,481,1,"00:31:04,696","00:31:08,570",DANIEL MOLLOY,The Theatre Des Vampires.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.22; no episode audio used,English,,ARMAND | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,481,2,"00:31:04,696","00:31:08,570",LOUIS DE POINTE DU LAC,Fuck off!,uncertain,best contextual candidate from text-only sources,recognition_margin=1.30; no episode audio used,English,,ARMAND | SANTIAGO | DANIEL MOLLOY
S02E02,482,1,"00:31:08,590","00:31:10,120",LOUIS DE POINTE DU LAC,"Eglee, front of house.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.76; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,483,1,"00:31:10,170","00:31:12,110",ARMAND,"Romaine, stage management, props.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.02; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,484,1,"00:31:12,160","00:31:14,660",ARMAND,"Luchenbaum, costumes.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,484,2,"00:31:12,160","00:31:14,660",LOUIS DE POINTE DU LAC,Stunning work.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.15; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | ARMAND
S02E02,485,1,"00:31:14,690","00:31:17,840",DANIEL MOLLOY,"Ah, Samuel Barclay, playwright in residence.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,ARMAND | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,486,1,"00:31:17,890","00:31:19,044",DANIEL MOLLOY,Sam. Call me Sam.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.03; no episode audio used,English,,LOUIS DE POINTE DU LAC | SANTIAGO | ARMAND
S02E02,487,1,"00:31:19,045","00:31:22,660",ARMAND,"Basilic, Planche, Merde'em, the orchestra.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.22; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,488,1,"00:31:22,714","00:31:25,000",ARMAND,"Nice drumming, drums.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.11; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | SANTIAGO
S02E02,488,2,"00:31:22,714","00:31:25,000",LOUIS DE POINTE DU LAC,Thank you.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.34; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | CLAUDIA
S02E02,489,1,"00:31:25,050","00:31:26,427",SANTIAGO,Tuan and Quang Pham.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.14; no episode audio used,English,,ARMAND | DANIEL MOLLOY | LOUIS DE POINTE DU LAC
S02E02,490,1,"00:31:26,428","00:31:29,190",ARMAND,"Projections, scenery, swing actor.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.22; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,491,1,"00:31:29,210","00:31:32,240",ARMAND,Father and son. They joined the coven,uncertain,best contextual candidate from text-only sources,recognition_margin=0.19; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | SANTIAGO
S02E02,492,1,"00:31:32,260","00:31:34,510",ARMAND,on an eventful pre-century tour of the colonies.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.19; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | SANTIAGO
S02E02,493,1,"00:31:34,560","00:31:37,170",DANIEL MOLLOY,"Oh, the son looks...",uncertain,best contextual candidate from text-only sources,recognition_margin=0.10; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | SANTIAGO
S02E02,493,2,"00:31:34,560","00:31:37,170",LOUIS DE POINTE DU LAC,Older than the father. Yes.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.38; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,494,1,"00:31:37,229","00:31:39,940",LOUIS DE POINTE DU LAC,Quang here refused the dark gift until he could be on stage.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.77; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,495,1,"00:31:39,990","00:31:41,390",LOUIS DE POINTE DU LAC,My son is rebellious.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.08; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,496,1,"00:31:43,320","00:31:45,800",LOUIS DE POINTE DU LAC,English!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.59; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,496,2,"00:31:43,320","00:31:45,800",DANIEL MOLLOY,Father is an asshole.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.37; no episode audio used,English,,ARMAND | SANTIAGO | LOUIS DE POINTE DU LAC
S02E02,497,1,"00:31:46,610","00:31:48,390",ARMAND,Landing us our core acting company.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.39; no episode audio used,English,,SANTIAGO | LOUIS DE POINTE DU LAC | DANIEL MOLLOY
S02E02,498,1,"00:31:48,440","00:31:52,220",DANIEL MOLLOY,"Gustave, Celeste, Estelle and Santiago.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.33; no episode audio used,English,,ARMAND | SANTIAGO | CELESTE
S02E02,499,1,"00:31:52,270","00:31:54,270",ARMAND,You were amazing.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,500,1,"00:31:54,329","00:31:57,320",LOUIS DE POINTE DU LAC,"I was, wasn't I? Love the dress.",uncertain,best contextual candidate from text-only sources,recognition_margin=1.06; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E02,501,1,"00:31:57,374","00:31:59,270",LOUIS DE POINTE DU LAC,Oh. Thank you.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.77; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,502,1,"00:31:59,300","00:32:02,010",LOUIS DE POINTE DU LAC,Do American vampiresses all wear pastels?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.52; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,503,1,"00:32:02,060","00:32:04,440",DANIEL MOLLOY,"Claudia is the only American vampiress,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.55; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,504,1,"00:32:04,490","00:32:05,720",DANIEL MOLLOY,so I say that's a yes.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.55; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,505,1,"00:32:05,770","00:32:11,150",DANIEL MOLLOY,And are all American vampires as alluring as you?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.37; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | SANTIAGO
S02E02,506,1,"00:32:11,170","00:32:12,635",LOUIS DE POINTE DU LAC,Uh...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.15; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,506,2,"00:32:11,170","00:32:12,635",LOUIS DE POINTE DU LAC,No.,uncertain,dash-turn alternation plus contextual text recognition,recognition_margin=0.12; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,507,1,"00:32:12,636","00:32:14,850",ARMAND,Louis was expelled for his beauty.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.41; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | SANTIAGO
S02E02,508,1,"00:32:14,900","00:32:17,900",LOUIS DE POINTE DU LAC,"Oh, such a burden, beauty.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.26; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,509,1,"00:32:19,410","00:32:20,630",DANIEL MOLLOY,Who's your maker?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.46; no episode audio used,English,,SANTIAGO | LOUIS DE POINTE DU LAC | ARMAND
S02E02,510,1,"00:32:20,689","00:32:22,300",ARMAND,My maker?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.10; no episode audio used,English,,LOUIS DE POINTE DU LAC | SANTIAGO | DANIEL MOLLOY
S02E02,510,2,"00:32:20,689","00:32:22,300",DANIEL MOLLOY,Mmm.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,LOUIS DE POINTE DU LAC | SANTIAGO | CLAUDIA
S02E02,511,1,"00:32:22,357","00:32:25,130",LOUIS DE POINTE DU LAC,Eglee here does star charts for us all.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.10; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E02,512,1,"00:32:25,180","00:32:26,319",LOUIS DE POINTE DU LAC,"Night you were given the gift,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.76; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
